@RELATION donnees
@ATTRIBUTE text STRING
@ATTRIBUTE eval {-1,1}
@data
"happy go lucky work abroad character warm wonderful brown character cute little top emetic character please be so poor know good not have pay much well kind be say be be good be come be be very funny unfortunately do not think be suppose be apply",-1
"usually be bad early feature now have be so incredibly terrible be real sit dress up have be do never so pathetically be abysmal usual be not much good have redeeming even be stay away",-1
"last star look surprisingly age be bad add make look well be obvious try make great shoot beautiful top multiple win bring prestigious do have cost less film abroad look more expensive other take real impressive relate especially build steep have stay instead give very slow have do fine finish direct classic become few remarkable tire play be not as good bad be obnoxious sing horrendous have Caribbean suppose be shoot decidedly dubious be sad",-1
"be warn tell only seem be show many different have only few so be nearly just sketchy try build turn aim surprise however just do not work out do not get know before be just silly be fail reach even more do not know do not care",-1
"be bad have ever see be say consider have see such be close second However love bad as tell really stick out be nothing more entertaining poorly make get fry tan appear have whatsoever especially fail tell happen prior be nonexistent most be shrink wrap be most face have ever see good however have be giant be think be disgruntled have give overall darn do not have watch",-1
"want know make set work just pad out lovely super tight have bump grind be be horrid do little keep watch bitter be bad have ever see be ready switch add stay put fail think beautiful work be strong avoid be big",-1
"know know know now get ready be right dumb have ever see unseen dispatch oversized be odd be sure deserve naturally never even attempt clarify where acquire suggest be mad be give so few as just be potential get kill since just wind up dead be really just oddly entire be kill continue be capable stop be murder next go be not even be still see prominently late Prior know be do when name not chase explosive tan expose be throw good much catch tan feel very uncomfortable finally thankfully flash happen next got work out not even stop",-1
"big big bad giant pin be good describe terrible love cheesy have see have get be bad ever make be thin ridiculous be be completely laughable good be how work out be be just so damn terribly write be sickening funny equal be big bounce wear cut show off sicken actually wear be just play over over again almost be trashy take away still do not close joke aside be truly bad only be look back be be have good old how bad be back then",-1
"nice do not remember see late good close have avoid gruesome soft be picture good like down angle particular different not impressive do not stick around even watch be expect same need slowly pull away hard core belly really show up also avoid close romantic go forward be very awkward see mature age still try play be express get old still express love nicely touch too much express just appear not sure why accept be not guess just have small expect excel measure up other take long release due various slip few even get slip famous overall just okay too much definitely not expect",-1
"base invite really apologize all hate spend whole look wait finally end be bizarre very little value be few be look forward see Latin not really recognize anything most be inside laugh react like bizarre pretentious pseudo intellectual do not miss be down earth be sorry see",-1
"pity call maybe be be come out just watch high usual even technically good do not look there be whatsoever drag bore be save valuable watch good be good",-1
"be definitely sorry really stink most be laughable only interesting be last not believe even make be actually hard up",-1
"about start fast pause only why be bad always include such good look be do wish get back rental write be sanction come bad get activate good remote be be do also add be so formulaic have come write past be fine concentrate real be just away away",-1
"uninteresting twist turn flimsy be interesting only bring care twist turn speak refer not contain keep even remotely center other have very nice leave only real be big convince do when consider be never release have cast be incline think indeed do",-1
"see really want see go along go be indifferent leave really regret waste sit tepid be almost completely forgettable most be awful do have do endless American most definitely give French remarkably non feel be endless Yes most be play much make French directly regrettably promote once more be get bad be direct bad when think think really look be stupid blind young know be just play when call go feel endless do not well really play do not find funny just annoy be interesting be so slight be obvious barely register be only successful be leave only babysit rich there African be stab be good whole have do have take last chubby age be interesting too underlie be bad want celebrate limited come off be condescending whole feel force uninspired almost French sponsor promote only about interesting be awful cinematic",-1
"do be bad act have ever see first find out have leave pay be ever be allow be not mention high also not be so emotional start be shoot suck express be single be terrible even crap",-1
"have go nowhere feel watch be good however be be poor be good mix crumby good do not hold own do lift up be not worthy more say more meet minimum other be look mindless still not recommend",-1
"be bad be silly all remind very much churn out be have give be brief when see really really strain make worthwhile think bad be underwater be hold off underwater seem come no be whenever be suppose about be close run out kind appear avoid be else",-1
"bad have see be actually embarrassing be not decent happen be decent completely implausible make up be so bad be worth mention mean ever even think contemporary tell make up be not suppose actually see be massive then realize be all not waste be good off just stare",-1
"have figure when be list wrong credit be not good read nice want be exist be tenuous good completely unbelievable especially be bad then unbelievable be irrational when be not hopelessly muddle think be be really nice get many good not have",-1
"be bad ever make be be not redeeming first be quite tricky actually lead believe be shocking have instead spend punch watch stolen poorly make run be ridiculous look have same different show advanced fall then end up impossible put up pitiful make bad rupture appear have be write last fifth be when say stupid show how much human cringe snap finally edit be far most bizarre horrific have ever see be be have be give be when suddenly get bet be little spend edit end be absolutely pathetic be obviously try create mysterious make say yeah instead be leave view dumb somehow fit unfortunately be not there save be fester give out be record instead become",-1
"How unfortunate have so many good agree do do be suck watch have never hear be how bad be Very start have turn then just lay end be so weak be as get call away old sit down hack out How ironic title have poor be move hope do not make",-1
"so be look rent come call star have teach political well worth then so think be wrong have just about most ridiculous have ever have endure now being not really tear like ruin have yet experience such why have do where do get pull off be all too abundant follow be unintentionally hilarious know where almost feel be realise have make terrible sign then show be laughable seriously flawed irritate have cinematic do not make same not allow live be appalling",-1
"get whack right out plain other shoot have get whack get interested go where take get whack walk corner do not feel talk not figure out why be not else be interested be only there anyway discourage work lame do anyway go see sister few leave get whack big blow up huge then search out find later be underwater sucking be try whack have blow up big huge whack be try whack next get whack cross be several chase fake great not figure be why original get whack be help figure out why be even interested almost be only else care not even big dead true original get whack be not exactly be little dull be just live be secret be be be other just so be think no wait be do be edited be fool around get away be really sharp how ever figure out why only be even interested give be so dumb just have keep watch only get dumb be real even have tell have get see believe",-1
"help spend elsewhere be have assassinate be cheat be undetected design implement vast know about get away completely free specific be particularly hilarious stand deflect then enter watch see go great protect believe be only have very public speak presidential comment be claim be more involve then rant include wonder be be involve be not make out say be too close stand back look different miss",-1
"start well least say well seem be happen just keep go first be very inquisitive intelligent through do really stupid totally out be give apart next not make whole have be tell about have make average political brilliant be very watchable however do admirable consider be honestly bad have ever see be say have see",-1
"spend almost watch think good be watch not believe when end have absolutely have happen be mad have use do else try figure out really have figure out have explain right wrong be good not know be dark see drive away How do know be cheat say eventually find out do be go be subject end",-1
"just finish come commiserate find less satisfactory however only be negative feel be great go horribly awry want warn be look watch admit be more inspire write when do not like when do be all negative still that do not mean be bias not enjoy often find more eloquent do enjoy be most pretentious have see use intelligent attach big many short end up bad be old dream up accomplish free prove why be even not write not direct like throw in also be overrate be be rarely work either end up be garble short do not make be not complete total why call when more apropos be be only be watchable most notably else fall short be passable name do not contain be as decide do be want do choose do all love present include be blind think put see how poor be decide make sure be blame only be good be be not wait be why be act just regurgitate other be look final give double act look more humane have perhaps ever again find short be quite enjoyable write short be very difficult only have get right be think just name few be much harder write full only truly talented accomplish same be say short appear only live uphold be discover reflect own own then do not expect enjoy do not be lazy be read mean rent be do not pay",-1
"guess possible have see bad be real be unremarkable not bad be no where close expect be capable good fail pull together play female dog be truly butcher be be flat wooden wear be absurd place solidly be think have outstanding be far have come expect poor poor poor poor poor poor",-1
"check base favorable be slow move be only here be how get involve lousy",-1
"ok have read somewhere many criticize how bad suck be not have be more agree then see be think twice then come commercial spare be sacrifice soon turn out not make satisfy not be judge how be make anyway still suck like apologize flame tell on how suck be do not know do think",-1
"1st watch eat yes get see eat human 3D not have be do again usually make be underlie not actual eat be make original good be just throw extra be actually bore most lame easily understand slow reveal be last be actually start have investigate so call get see eat be as well well think have say enough not 3D",-1
"stilt act hammy predictable just be do be well establish be make have have be desperate bad all have bad accent bad bad accent especially where do learn do German most have bad well innocent all overdo panick enough make laugh good survive other throw bury deep just pull out later be use think refer sort out tie thereafter barely have limp several sustain multiple as well be run first frame backwards look third pave slight twisted other such trifling have exactly clever be so dull boring OK be not bad do bring certain be undoubtedly good do not say much do callous resort most use here deliver be always aware be watch act be truly awful act such be be wooden meet be very obviously fake be not even anywhere as good do not bother",-1
"where start be probably bad have ever see edit be bad ever sound be awful edit be whack most here be kick muddle talk have turn full just be go on be suppose hear exactly probably bad ever make not believe actually put up make think take send then have finance be usual else need be say be bad be bad be really want know do when direct edit watch",-1
"not think much say be awful not even tell make decide view have so few redeeming do not even know where begin move implausible downright absurd entire be tense not wait awful be over do find feel relieve edit be poor act be be weak be cast even do not even closely resemble native American be go be idiotic be laughably stupid very least be not be just pathetic",-1
"have see bad shag be so awful get through not bear watch such go wrong be big have be hang have send promptly escape somehow not figure out how be all mix move slow stationary want like be huge have read all foolishly expect interest be honestly have see wish have refund out",-1
"star come when unlock anti be find be only be not kill so easily transfer be out be completely admit be try watch whenever be catch be ever disappoint be utterly terrible so poorly stage badly edit barely make coherent bad be woefully unconvincing tough all make worse be off be good be bad well be bad have see literally have recommend be awful be low see last awful",-1
"be bad emphasize make bad old be star be actually quite good carry out make even hurt fight be about as well choreograph slug out kinda suck also perform so badly cant help wonder be be have be absent most not be spend unimaginable be",-1
"come on let be get real be more commonly call do not even exist early 12th be so laughable be pathetic just look positively bore want have real why not just use be still least have take only redeeming find be look authentic enough pass medieval Gothic be bad appall horrible be okay",-1
"funny be awful forward never get good be great think be so great be so great only show good even think suck be up be very slow bore not recommend like back here do stupid make think be pregnant think be go be so funny have have own have help have have be more",-1
"not say totally suck be not not even have eccentric fall flat be just not funny be long only find whore next birth be about as funny be original simply go same minute be about as funny lately only go be be easy be predictable as soon hear not get pregnant subject have open up other comedic seem simple not really entertain create",-1
"see last be silly mindless ancient turn be scared senseless not run slow move old drop shiver instead attempt ward off burn be marry leave be unhappy just follow other wait react run Egyptian be not bad look do not lend much where be really just unleash do not hold least sleep dose off",-1
"be perfect great go awfully bad hence watch well be kinda oblige in be still not believe win only remain be there be also interesting be about well first watch present first be actual second do else do not ruin good include old heavy maybe see completely different do be drink",-1
"as much dislike say too other be completely true first have whatsoever do endless comprise follow have be ban somewhere do not make watchable just do not resemble do not make credible Worse yet discernible other be muddy many even very old drink be so unnecessarily nauseate be second well be so devoid narrative not write try do not waste do not confuse good Russian",-1
"agree previous be quite good get be wander be come be open remain open first seem be be completely leave out save very short wander not have do well just completely leave out remain be do just visit awful suddenly be not anymore about geriatric spend make out drink homemade apparently flash other say do well show crumble be just bad bad work lousy frightfully bad not be as generous when come grade",-1
"let start say consider be more most open minded be be big local rental also feel add often ask whenever get there never seem be able leave have have elaborate be go love rent strange be exactly why be recommend tell think have see say be rent give here be not really fair do not think be awful just do not know how rate otherwise have be more appropriate be first only literally make sick actually feel physically ill be only literally turn still do not want turn off maybe just not be fascinate nasty do not ever wanna see again not awful say just not",-1
"meet other OK be talk imaginary lie still OK time even make laugh actually enjoy then become bad be happen long then when happen see be naked old touch other not OK be be have be boring sick strange be here be most popular accord watch even think watch be interesting be Russian",-1
"be basically Russian sister be other minor actually be more interesting take be not fully explore be funeral late make sell buy be now miss make marketable apparently be unedited be excruciatingly endless maybe that be suppose impress Russian such be be inhabit consort dead continue be problematic involve eventually seem impossible most be shoot hold induce Western be do not include do not go be fluent Russian",-1
"start quite intriguing be drink make small be make up outrageous unfold turn out most outrageous be true however be not very interesting where main be reveal happen barely frankly not much be leave be see be linger forsake Russian full pitiful creepy old sure be fascinating shocking admire go too long sacrifice possible find lousy lazy where instead try make interesting concentrate weirdly fascinating few almost unrelated leave figure out have particular be nothing more",-1
"not believe so much be waste start right manage build up great turn bad have ever waste be just so unbelievably how bewitch manage pull around be as uninteresting flat have be leave out too long be probably bad ever be not change talented crowd do not waste here",-1
"try sit not too long ago act be atrocious be absolutely pathetic fall flat lead be mainly due just do not ring true supposedly modern rework original think be spin very think be able suffer be compelling boast few big put know be fair be really be pretty sure blow up first be possible end up improve go be not willing spend least find out so have least avoid",-1
"be really bad full memorable incredibly bad special be also bad not bad have see either be so bad have listen believe just short long so be repeat constantly whole bad have ever see",-1
"be probably bad have ever see here be immediately jump out be more brush not scary whatsoever be film big be only away actually have there be absolutely bad have ever experience possible be unoriginal just plain stupid be camp lame be be do anyway be only find last certainly least be act absolutely bad ever assemble virtual shitty poor act bad far be when then randomly flash back fat foreign get naked be really long guess be suppose be sexy be also be few enjoyable be be suppose be athletic when be bore grab do then later be suppose be run be immediately clear very run be quite far athletic play good sing sing make want kill do see least recommend watch special make as be really original actually say let read predict apparently hang out special",-1
"why do waste last want have back be watch keep wait happen do happen only even know be suppose be about be read be not really why do handy then zoom be not very artistic why do file why be when try speak sound be read be feel have be honest feel have much high",-1
"be so disappointing make decide see why be call have expect arty thoughtful beautiful do have interesting often seem random make seem be insert fill be listless believe be mean be atmospheric just be not coherent do not help say be mysterious think be just incoherent main seem be disturb do not draw enough care look not have know see main have very little be not be several seem pointless confuse further recognise be not sure be same different be be only when see discover hairy be mean belong do manage make have be shocking involve seem bore actually make more do give emotional not fault do not have work do not know be be pretentious be dull not be bother talk anymore",-1
"be dumb smart have ever meet well have lose write think find most egregious be how be portray be actually first strong female able think here be just wait be rescue there be pass be be likable be most honestly be not good figure out long do",-1
"not really think redeeming utterly bad forget unconvincing gargantuan hole be not only laughable but painful watch even be bore inspire utterly bad probably aim very small bad still be make have have lesser same really belong bottom awful",-1
"peruse large be clear be be be well read extremely literate intelligent know more importantly know reach gifted many languish consider most be little more mean pubescent be well read know well know great help bring do create think provoke intelligent stretch redefin human well inform be critical throw be not critical own look skeptical have be less stellar take supreme be fool flashy non when have scream loud second have little written many above state have not read total be be extremely uncritical willing overlook huge hole weak thin be give healthy awesome special be willing turn off critical maybe never have supposedly base short name contain little write even less try tell robotic run out buy be very much surprise be not even base have enormous hole be stretch not point not spoon feed need practice think discover be name many do not possess critical be be go stand possess solve use not be vital understand short other be very little always be uncritical unthink state do not have be due medium sometimes require be make where never even try stay take written be beg why great slap vacuous save do not buy something else do not use believe accuse not matter title unread accept throw upset read think be unwilling simply let give pretty light much push back down live ago not do alone take uncritical mindless accept puerile",-1
"be probably most boring bad useless have see last be mean have philosophical emerge very bad hollow lone good look psychologically disturbed nice hard shy good look add have be terribly disturb obvious converse stink tend be more poor unfortunately not end not recommend bad have spare watch good instead good read nice",-1
"only remarkable be bomb same want back get free rather chew shave then watch again",-1
"be be bad modern unnecessary slow unnecessary flip jump unnecessary unnecessary basically be well have just be invent happen only show futuristic realistic be happen show do degrade good yet still want be tell where good not common happen detect do sit around feel sorry complain other when say spark be off be lame get be OK once not several speak several be be snore not listen joke twice happen small be somewhat meaningful not just promote be know degrade know so care not come harm happen be just forget be everywhere get attack selfishly save only withe have why do have ramp show off be somehow able reach same do not get wrong be all be also all mean have say have never laugh quite so hard long pray social back simple simple simple else mainly simple so have die",-1
"be pick up local do not make same do be tedious unconvincingly act generally bore young be particularly poorly write deliver cringe share make few sparse be usual disjointed be clearly not be supposedly set feel more all main be Caucasian several tend speak English pseudo Irish odd anyway when see local keep walk",-1
"splendid how still take literary stupidly foul up arrogantly assume improve classic win so do remove have have main naive hardened competent have be replace bear little be underwhelming even shocking give have be remove apparent whatsoever most puzzling be place be incidental minor only occupy other very important fascinating veteran be miss altogether be also apparent decide play be not irritate enough be give significant do obnoxious be short incompetent edit have actually improve be base be excellent be horrible depress not only be dull least have not be edit out be just shallow boring literary unfortunately have help lift be scuttle be give believe win also star be even bad big further solidify most overrate tepid",-1
"not only be most expensive Canadian ever shoot easily bad never see be not even Canadian British do show be all make out be sexed mean be Canadian be absent be suppose be fund British be normal be say range pretty murky indoor always seem be be as bore be check out film true Canadian original say cinematically not be compel walk out",-1
"make out be asinine moronic get stoned drunk then yell beat other up almost be superfluous do not understand be there spend cause bad mill around mesmerize apparently Canadian be either quarrelsome vulgar hulk be knock up loser wicked have see countless here be carp infantile not mention all look need imply be enough make watch be understand why have accept maybe need be superb only vague redeeming be waste here try get Karl be dead be actually very much alive behind almost be ashamed even have think compare why even bother be so galling find gratify wretched think all have be good go down",-1
"find bore How possibly give be not just be suppose be feel good think do not work bad terrible be just there be decent have work especially be just terrible especially make seem want go certain make actually write necessary make flow be only be never get back",-1
"be bad have ever see seem have so much remember not deliver be definitely not worthy no wonder be never publish release do not even watch whole decide do not care do then realize be care about",-1
"contain possible not be new even mildly surprise why do feel recycle ever make sure be cheap not think there overall think drop off be despicable make absolutely total previous be do not even remotely match up be evil again when know be directly be when enjoy even musical have be stink not recommend even very young be more same be release be only small surpass overall",-1
"have not watch miss here come when first come out never even see even though work arrange be now like check out old small find have go on great be less great early just take more jump credit see be young have go on big good least watch create be not do behold spy electrical have already make early have not yet create make maybe owe help out more surprising be cast wacky just few ago appear produce adult be associate just be funny combine let be place be how make have be asleep",-1
"sad be be never get back know be terrible get go dress lunatic Indian see get away old be really right now decide rent rainy even seem enjoy have cringe when hear needless foul bad bad be awful shameless completely predictable do not mind predictable be do well absolutely be not",-1
"just watch horrid needless say be watch just see how much bad get frankly do not know how much lower go be compose lame stereo obvious create be embarrass say least have see prized be list be let put watch be so bad be funny be even good",-1
"turn out be much earlier be no great shake very beautiful pleasant particularly when see golden fade quickly be unbelievable farcical acting second support cast insufferable think more immature when compare have be most boring lead have pick be terrible be not just refer associate have shudder whenever be show",-1
"be so talented not have have be dumb predictable be not funny be not really romance be too happy when end",-1
"never be be not sure why want recreate vacuous come close anyway be not as receptive facile write be trivial hackneyed be thin obvious lead be non be interesting seem think be big golden whenever be be try fail attain yet again",-1
"only make laugh where crazy be just boring first so really happen suppose be funny be not be really overact do routine former ugly yeah right next where do see get short really do not care happen main really fall have be more watch",-1
"have see bad big be terrible have yet see why think be funny be stupid all be suppose be funny be just dumb why want watch more once just baffle",-1
"be disgusting painful swear full laugh be not do not even rent be just too mean be believable be OK just OK feel sorry remember be same always be charming sweet be completely unbelievable",-1
"wow great be say now be just be greedy surely charismatic weave such fetch cinematic be unnecessary think so be miss be involve wake up write edit though know have be work pretty hard lately be guarantee be big right be just gonna let else carry so much potential yet so painful sit be not single do not suck even fat be lame",-1
"let put how about be truly awful more embarrassing attempt satirise be skilled usually be high be so lack even struggle look proficient be consummate professional swear be despair have rescue be turn secret unfortunately be not explore full too little too late be wooden be stick act talented Buffy have different hopelessly cast under use well do just prevent be bad ever make",-1
"mean ultra feature giant really be not too much say other have really good most be not very funny do work How about romantic not most be way too flat be sophisticated much less amuse be really be be not bad have be so much more especially recent bogus be promote complete phony uncover mine pay almost always write nice instead explore have be devote all about lame same center do good be give be give practically be all homogenize look very pale have hear be hard understand make doomed sink old go have forget film probably make good so go ahead tell do have get appear",-1
"terrible be Turkish avoid see be other cheap achieve be cheap sexual be all need watch more attempt direct own head not do be interested learn how not act be perfect bad act only good say be wait wait be nothing good say have really dislike write much",-1
"offer dumb possible most probably not have imagine how meaningless how synthetic be ago then again see do not depend powerful expect see least good acting tasty even maybe yet lack hear lack all be not single like hate be sure do so too be intend give fail even do not know how watch so definitely recommend do not do so bad have see entire offer watch",-1
"be quite possibly bad star be about rap apparently there think be good get sucker dish out produce wonderful get out",-1
"tell stick be good be not even entertaining stupid play live be not instead be suppose help little play equally annoy have most flimsy act be awful think like be afraid admit",-1
"prove commercial else be serious be absolutely have be produce apart expect base be refer be more perplex else be somewhat dim be bad be even worse rate",-1
"be play be be whack be corny be bad stupid stupid bad bad cast bad special suck do not make live not hurt wet stamp get stupid rhyme not act stupid horrible special confusing be not even gonna go just say belong so bad funny once get good do not expect spectacular",-1
"be horribly bad almost remind be wrong not just here have rap yes where do make bad dress ridiculous all end surround so yeah expect really cheesy include first be fall down regrettably not knock out main particularly not be expect be be so incredibly schmaltzy main involve play in too typical annoy great where be yell out angrily come have be trap then ensue make wait last try make shady really sappy contrived be bad enough be certain have be utter other be be watch ironically obvious involve when not get talky rap also start off blossom also kick take main bad want back so be there up be even squash mushy feel have really ask make be obviously do want go act be anywhere decently entertain convince hope too know be just get pay hope even more feel least little guilty feed so want have turn turn more even be interesting have other critically acclaimed be hope keep few stay away be very likely bad many bad be",-1
"be so so so horrible make lose have try make other unbearable later serve horrible be be not single good be say see when be very young have be then take be enjoyable apart be mock see back spend few do once mock be do still become overwhelm see try consider watch remove use magical do become chase rap seduce be kinda funny disturb horrible do not look mock see",-1
"ever read here be guy be not good insert close credit tend spoil know produce be fair work please hire actually act least same be look be go set only do have be suppose be sure do not want make signpost soon introduce be not great try rather have not only",-1
"be be do not know not act do not know how direct be rap come maybe be remember watch just kill do not really interest just remember think put whole seem stupid too make whatsoever guess unrealized be find happen not comment much more be so terrible be comment wish go away",-1
"now be watch get poor say be not so bad love think be great keep really do not start watch high figure maybe just maybe be bad laugh be wrong use sparingly be even close be mildly entertain start make when come act hate as far tell probably make good main be simply annoy not be easy like quite frankly rather eat greasy out bloody again",-1
"let give quick summery rotten rude name contain rap grant be good natured also help personal have deal mix up organized also showcase dismal prove all know need stick admit never look worthy be horrible be either unlikable stupid be not even worth mention be be only even play still be know only draw be be so big intend honestly think single positive say have put have use make practice free throw",-1
"review say be bad be not hard come out fall excoriate say be bad say be bad else say be bad be certainly be talk practically say be have answer be why do make first be obvious be not severely injure be horrible star ever popular do not even have prove how dumb make big good star obnoxious little seem downright normal start be pretty jerky key be somehow misunderstand other total know how selfish horrible be have learn grow just want see up dead eventually be pummel be accidentally release insist give do not believe seem tad rusty eventually do realize be real however most withhold make so be force follow around everywhere own personal accord know have become lifelong be shed have come absent be gonna apparently be social be speak much even take rap very poorly be age white think probably rap least well be amazing have hear be nice far go be not great have nice be hard hate even make do very stupid so be excruciatingly awful have probably hear first have say seem try good unlikable bad however later bad become horrid seem too concerned help when be really need out nowhere get really really weird want make turn out be evil oddly seem accept be last consist try kill know be annoy be suppose be part try kill do not not understand then make perhaps bad end become all be induce end be even dumb weird do make hurt horrible be just too much bear overall be terrible be due mostly be certifiably insane mess up bizarre non friendly horrible be wretched sadly give be hard imagine final turn out much bad want see modern be try British make charming exceptionally well write finish",-1
"only be live play now have always hear how awful be do not disappoint good be bad be well just else old just squirm not look when start rap keep wonder why do not wish fix front be just not stop watch suck black be hypnotic be worth just say actually watch",-1
"be really bad think there funny great put pro hardly ever work have be bad have ever see next also make few bad well be also bad due hideous give be impossible",-1
"have successfully prove all already know professional suck play especially rap act not even begin describe how bad truly be first be just be ugly have ever see mean be use secondly why want pursue when even have magical suck horribly make third have read do say make fourth be special assure addle nerdy make good why do suck so badly be finally create know need be throw off take suck entirely new",-1
"be give 8th always say be always well be wrong least be over soon be terrible expect play magical rap come out old be probably good be trap there play be whiny terrible be bully do not blame be little be just plain stupid extremely be be always work never find new make well eventually help reconnect even old think be stupid be work have be have never be make ramble on even more about how suck already know just read",-1
"be bad have ever see be watch have enough be bad be not single likeable get more watch static give only do not go negative",-1
"How ever expect want spend care about happen lead be neurotic redeeming be central profoundly confuse monstrous crippling require serious follow walk be so obviously be incline wonder have totally lose latter be represent directorial profound Very unusual",-1
"be only need say where be musical want be never see be horrible be terrible be rather see equally horrible twice ever see",-1
"be most awful ever well just stick take away apart never have back make die then be so horrible be not even funny have",-1
"pathetic not waste much comment be still try get back waste let leave simply have be be utterly be crying substantially more talented away use undeservedly get much be pathetic be",-1
"be excite when come out last think make follow actually write wrong be intend cast be plain certainly succeed however surely have find also act where be where be spooky when float seemingly nowhere where be flirt dance finally why be change have actually read",-1
"love have see many have strong however be bad have see do not care be almost tolerable certainly look plain have not imagine see bring have even less be possible How such insipid fall be certainly do not hold perhaps fall asleep too handsome be far more faithful play perfect be all true try find positive be perfect",-1
"just need 19th be pretty much regular only vandalise picturesque other randomly choose walk around aimlessly have ever read willingly usually hang out where try teach French look empty come back fall be still be lock be not be throw around carefully spread probably rent finally come look really authentic be guess then again",-1
"have read see be enormously disappoint wooden blatant feel reflect rather give shallow condense short lose many key make progressional thus result somewhat jumpy little be no build up appear rather abrupt unfounded have such infrequent help imagine be superficial be be give quirky attract attract poor script think few be portray very astutely namely however overall be give good script perhaps have be more successful see outstanding",-1
"be be responsible take do not speak English first just completely miss be classic do not think improve read below so just paraphrase be great great read sometime be true be sadly miscast pity leave out good make understand have share delete go joke sincerely feel fairy come rescue eliminate be unfortunate feel completely rewrite be unforgivable have surgically remove good ever write do favor go find mini",-1
"read first back be round see be excellent very much later lay be horrify be totally miscast be passionate where portray same be watch together be not see no back wonderful be guarantee",-1
"be great English read hate when use be all be unbearable watch have read red be so down play wonder why even bother put red be foreshadow be treat so badly be sure be happy die leave early be most compelling be not red whole Christian be miss do favor miss read masterfully tell",-1
"do not use awful describe great be spend adapt be total be lack explain uncertain leave little lead be woefully miscast clearly hire musical drippy dull have absolutely be wet worse even least be capable emotional be frustrated act entire be flat devoid limp vapid do not aid otherwise fine bring be keep pop up sweeten have be well leave out be surround first be second play be empty very great be completely waste have be well cast only beloved evoke authentic see view British make star there be vital romantic deeply move be explode compare wet be interested now see have read very good be amaze how many like about all say good be be beautiful vividly color be complete",-1
"be pretty insipid be afraid be favorite have be weary throwaway acting be completely unsuitable bold poor look bored petulant dental hurt also not believe eliminate great most moving do appreciate finally use young plain play be suppose be worldly want see that closer approximate please see be too old tall pretty play have touch do",-1
"make see so attractive be live up original classic be deeply disappoint find seem be either write film great have not make original powerful much witty forth main seem be either miss leave cut also miss be charismatic enable suffer original be do not seem have much triumph include great when run away find shelter have beg cold all get away love be poignant be simply leave out seem dry uninspired be unappealing do not read imagine be least interest do little classic",-1
"not say be bad only be still have not see yet have be most pretentious make suffer same have be be not quite as bad whole feel be watch try hard impress be sit little think how great handle just do not have do not know be save great be certainly have be polish be bring ripen where be sing be bad see squirm keep say just do not have too sure enough",-1
"ambitious suffer most highly much good lumbering take far too long get nowhere misguided embarrassing musical biblical do not help do uneven especially bad easily have be eliminate altogether unconvincing how many see suffice come off well foul mouth be rather amusing foul be so load lose do not even talk awful full insipid annoy extended maudlin begin drive have heed save more have be push redeeming have not see mention other be good unknown damaged bend exceed far take too seriously just do not know when end",-1
"be not just consider also have be write now do not get wrong here be not total do not hate be not enough like enjoy more fair high arty swear be poor be honestly mystify why be seemingly so acclaimed long winded indulgent ramble finish be just so little credibly be so love be high fair bad furthermore confess tell be good far be so completely meander several loosely connect even when significant change be depict seem so pointless uninterest find cry out get blow up do not help be very easy identify empathise well do not think so do not most admittedly all play out rather great demonstrate ever so intricate play out deep meaningful nth many waffle be dire as well irritate have hitherto think unique be about as enjoyable be force repeatedly watch be intermittently poke disgruntled be good",-1
"think have see all now generally be all very poor be so bad be where do stupid irrational ever do be why when go missing do not call be hate be just ignore let be attack when be arrest just let go free be lock up pend why drag halfway when easily protect do not bother try find escape mental do not bother interview ridiculous silly very unrealistic complete bad ever make",-1
"go down lead general astray first send then hyp up now be far bad be know full self load bad act always like stay watch when be not get out fast enough most attend be feel pretty much same be argue other as well be ugly hateful make feel ugly hateful",-1
"be have say let be see have be be creepy get say many look bad get say really like be relentless long edit indulgent so many enjoy",-1
"normally have gratuitous swear really annoy do be swear whole else note get be boring ramble pretentious be also not most like claim observe love happen be Taiwanese lead relate have never meet swear as much use work go figure have say make grin once enjoy",-1
"be preposterous bewilder add up very little be aimless swoop catch sad where be care common seem be yell not care be self destructive be either fall die be remind how much dislike irredeemable play there be so many unattractive unappealing here why want spend have say be hold back be splash abandon be particular happen last have flip sing ineffectual not see string all together other refer be reveal other say be completely unexpected completely ridiculous have great particularly unleash do not know have play maybe most decent truly good recent all add up when secret unexpected happen not hold more say be stupid be agree",-1
"not tell how angry be be not slight interesting be non so wait see how affect other hope past be lead up significant do get now yes understand bible underlie first be present absolutely second be lose have not read significant still large somewhat well read think be self indulgent poor do not waste be well spend read well be honest",-1
